INFO ; Archivo de logging creado! ; Wed Jun 26 00:18:39 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:34 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:36 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:36 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:37 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:38 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:40 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:40 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:40 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:19:42 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:19:42 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:43 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:44 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:44 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:45 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:45 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:46 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:47 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:47 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:47 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:47 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:47 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:47 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:48 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:48 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:19:50 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:19:50 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:51 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:52 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:52 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:54 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:54 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:54 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:57 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:57 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:57 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:58 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:59 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:59 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:59 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:00 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:00 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:00 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:00 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:01 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:01 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:01 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:01 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:01 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:01 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:01 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:01 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:01 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:02 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:02 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:02 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:02 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:02 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:02 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:02 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:20:02 2019
DEBUG ; Juego::Jugador 2 salta ; Wed Jun 26 00:20:04 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:23 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:20:23 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:26 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:26 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:20:26 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:20:26 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:31 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:31 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:20:31 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:20:31 2019
DEBUG ; Personaje:: Personaje en el limite izquierdo. Se corre el oponente a la derecha ; Wed Jun 26 00:20:33 2019
DEBUG ; Juego::Jugador 1 a la izquierda ; Wed Jun 26 00:20:33 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:34 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:20:34 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:36 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:37 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:20:37 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:20:38 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:20:38 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:20:40 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:20:40 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:20:40 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:42 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:42 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:42 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:20:42 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:45 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Wed Jun 26 00:20:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:20:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:20:45 2019
INFO ; Servidor::Se desconecto el cliente 1 ; Wed Jun 26 00:21:05 2019
