INFO ; Archivo de logging creado! ; Wed Jun 26 00:18:39 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:06 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:06 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:07 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:07 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:07 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:08 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:08 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:08 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:09 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:09 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:10 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:10 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:10 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:11 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:11 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:13 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:13 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:13 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:14 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:14 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:14 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:20 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:20 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:20 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:20 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:19:20 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:19:20 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:30 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:30 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:30 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:31 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:32 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
DEBUG ; Juego::Jugador 2 agachado ; Wed Jun 26 00:19:33 2019
