INFO ; Archivo de logging creado! ; Mon Jun 24 00:41:53 2019
DEBUG ; Parallax::Camara 3 inicializada ; Mon Jun 24 00:41:54 2019
INFO ; Juego::Se inicio el juego ; Mon Jun 24 00:41:54 2019
DEBUG ; GameMenu::Inicio menu ; Mon Jun 24 00:41:54 2019
INFO ; Servidor::Se acepto la conexion correctamente. ; Mon Jun 24 00:42:06 2019
DEBUG ; GameMenu::Personaje CapitanAmericaBoton Seteado ; Mon Jun 24 00:42:11 2019
DEBUG ; GameMenu::Personaje VenomBoton Seteado ; Mon Jun 24 00:42:11 2019
DEBUG ; GameMenu::Personaje SpidermanBoton Seteado ; Mon Jun 24 00:42:12 2019
DEBUG ; GameMenu::Personaje MegaManBoton Seteado ; Mon Jun 24 00:42:13 2019
INFO ; Juego::Jugador 1 al equipo 1 ; Mon Jun 24 00:42:13 2019
INFO ; Personaje:: Personaje creado: CapitanAmerica ; Mon Jun 24 00:42:13 2019
INFO ; Juego::Jugador 2 al equipo 1 ; Mon Jun 24 00:42:13 2019
INFO ; Personaje:: Personaje creado: Venom ; Mon Jun 24 00:42:13 2019
INFO ; Juego::Jugador 3 al equipo 2 ; Mon Jun 24 00:42:13 2019
INFO ; Personaje:: Personaje creado: Spiderman ; Mon Jun 24 00:42:13 2019
INFO ; Juego::Jugador 4 al equipo 2 ; Mon Jun 24 00:42:13 2019
INFO ; Personaje:: Personaje creado: MegaMan ; Mon Jun 24 00:42:13 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:42:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:42:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:42:18 2019
DEBUG ; Juego::Cambio de jugador del equipo 2 ; Mon Jun 24 00:42:52 2019
DEBUG ; Parallax::Camara 1 inicializada ; Mon Jun 24 00:42:52 2019
DEBUG ; Parallax::Camara 2 inicializada ; Mon Jun 24 00:42:52 2019
DEBUG ; Parallax::Camara 3 inicializada ; Mon Jun 24 00:42:52 2019
DEBUG ; Personaje::Ambos jugadores en el borde de la pantalla. ; Mon Jun 24 00:43:00 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Mon Jun 24 00:43:00 2019
DEBUG ; Personaje::Ambos jugadores en el borde de la pantalla. ; Mon Jun 24 00:43:00 2019
DEBUG ; Juego::Jugador 2 a la derecha ; Mon Jun 24 00:43:00 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:01 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:01 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:02 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Mon Jun 24 00:43:03 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Mon Jun 24 00:43:03 2019
